Image,Object ID,Object type,Name,Classification,Parent,ROI,Centroid X µm,Centroid Y µm,Nucleus: Area,Nucleus: Perimeter,Nucleus: Circularity,Nucleus: Max caliper,Nucleus: Min caliper,Nucleus: Eccentricity,Nucleus: Trpc6 mean,Nucleus: Trpc6 sum,Nucleus: Trpc6 std dev,Nucleus: Trpc6 max,Nucleus: Trpc6 min,Nucleus: Trpc6 range,Nucleus: Dapi mean,Nucleus: Dapi sum,Nucleus: Dapi std dev,Nucleus: Dapi max,Nucleus: Dapi min,Nucleus: Dapi range,Nucleus: Th mean,Nucleus: Th sum,Nucleus: Th std dev,Nucleus: Th max,Nucleus: Th min,Nucleus: Th range,Cell: Area,Cell: Perimeter,Cell: Circularity,Cell: Max caliper,Cell: Min caliper,Cell: Eccentricity,Cell: Trpc6 mean,Cell: Trpc6 std dev,Cell: Trpc6 max,Cell: Trpc6 min,Cell: Dapi mean,Cell: Dapi std dev,Cell: Dapi max,Cell: Dapi min,Cell: Th mean,Cell: Th std dev,Cell: Th max,Cell: Th min,Cytoplasm: Trpc6 mean,Cytoplasm: Trpc6 std dev,Cytoplasm: Trpc6 max,Cytoplasm: Trpc6 min,Cytoplasm: Dapi mean,Cytoplasm: Dapi std dev,Cytoplasm: Dapi max,Cytoplasm: Dapi min,Cytoplasm: Th mean,Cytoplasm: Th std dev,Cytoplasm: Th max,Cytoplasm: Th min,Nucleus/Cell area ratio
9937_4.tif,1882050c-c7a9-42cb-949b-5358d731c8dd,Cell,,,VTA,Polygon,556.18,212.13,65.1701,29.8006,0.9222,10.0946,8.3278,0.5462,4.3559,3537,6.6943,56,2,54,229.1182,186044,40.7567,255,22,233,2.7734,2252,2.2747,28,2,26,217.9325,54.8515,0.9102,19.8894,14.484,0.6214,4.5296,6.8211,60,2,83.811,99.9179,255,1,2.8339,2.0494,28,2,4.6041,6.8752,60,2,21.4487,24.5061,231,1,2.8599,1.9448,18,2,0.2976
9937_4.tif,dcc2e574-8511-4060-adb7-e9a1e2995b11,Cell,,,VTA,Polygon,493.29,221.73,46.4579,28.6559,0.711,10.1191,7.5999,0.6186,4.8847,2838,8.4298,74,2,72,228.7625,132911,51.0483,255,26,229,2.6386,1533,2.2245,24,2,22,251.0015,58.8981,0.9092,20.2448,16.4755,0.5649,4.4857,7.2963,84,2,87.8445,94.9953,255,2,2.8455,2.3241,29,2,4.3942,7.0091,84,2,55.5091,69.9571,255,2,2.893,2.3442,29,2,0.1855
9937_4.tif,cc94b0fe-013d-4b17-bdf2-072adbbacbae,Cell,,,VTA,Polygon,468.89,228.06,40.9732,25.0459,0.8208,9.2571,6.0857,0.764,3.5867,1840,5.7582,70,2,68,230.924,118464,44.4457,255,60,195,2.614,1341,2.0298,23,2,21,157.7631,48.1174,0.8563,16.0717,13.321,0.5241,4.213,6.9458,74,2,80.0807,96.0314,255,2,2.8851,2.4301,39,2,4.4353,7.3102,74,2,26.5287,29.0602,186,2,2.9813,2.5509,39,2,0.2614
9937_4.tif,8a04d84e-d37d-4cb6-b4de-d8cd50bde376,Cell,,,VTA,Polygon,454.61,229.03,66.2186,36.2865,0.632,13.7083,7.5772,0.8219,3.9952,3296,6.3676,55,2,53,238.7309,196953,38.5569,255,9,246,2.5442,2099,2.0087,24,2,22,220.3522,58.4765,0.8098,22.3696,14.0902,0.7447,3.9313,6.268,55,2,145.8121,106.2925,255,2,2.5124,1.8132,24,2,3.9037,6.226,49,2,105.6981,100.9828,255,2,2.4987,1.7223,23,2,0.3016
9937_4.tif,e7d6882e-98df-4a39-a24f-29911458a7cf,Cell,,,VTA,Polygon,511.14,232.94,68.9609,32.4493,0.823,12.8109,7.4764,0.8186,4.4784,3838,7.2719,70,2,68,212.3606,181993,54.3298,255,42,213,2.6266,2251,1.9624,20,2,18,305.4443,63.3756,0.9556,22.7132,17.324,0.6495,5.5044,9.1123,146,2,62.2324,86.8907,255,1,3.5376,3.5466,59,2,5.8044,9.5643,146,2,18.3212,19.313,192,1,3.8041,3.8496,59,2,0.2258
9937_4.tif,fe6e5b3b-85aa-451d-8fbf-6f5c8626c92e,Cell,,,VTA,Polygon,486.59,235.61,83.237,42.1868,0.5877,15.764,9.1805,0.8122,4.1409,4290,6.3885,54,2,52,205.8716,213283,62.1429,255,11,244,2.9324,3038,2.9696,54,2,52,291.4908,67.5307,0.8032,25.8547,15.2953,0.8312,5.0028,7.8891,83,2,79.822,91.3238,255,2,4.0293,5.0138,62,2,5.3487,8.3928,83,2,29.2263,34.6241,255,2,4.4696,5.5694,62,2,0.2849
9937_4.tif,e35c5763-b8ae-4b7f-8115-b2cf5a44bdfc,Cell,,,VTA,Polygon,438.82,233.59,32.7463,28.7863,0.4966,10.1382,6.05,0.8895,3.6126,1492,5.7564,49,2,47,193.4794,79907,59.0952,255,43,212,2.6029,1075,1.7618,13,2,11,183.3311,49.901,0.9252,17.1922,14.5852,0.5379,4.1275,6.7421,61,2,61.9473,74.9143,255,2,2.5987,1.9085,25,2,4.2417,6.938,61,2,32.7728,37.3288,255,2,2.5977,1.94,25,2,0.1795
9937_4.tif,63eef4e8-3a62-4a22-bed0-bfed03813acf,Cell,,,VTA,Polygon,469.92,237.95,17.341,16.843,0.7681,6.2557,4.0789,0.7192,3.8065,826,5.7726,37,2,35,196.8065,42707,57.1676,255,47,208,2.5991,564,1.7188,16,2,14,57.3464,32.2721,0.6919,12.4013,8.1962,0.7505,4.3964,6.9418,46,2,85.437,87.0435,255,2,2.7633,1.9877,17,2,4.6539,7.3852,46,2,36.8109,40.8955,255,2,2.835,2.0919,17,2,0.2975
9937_4.tif,334193f6-51c3-4e74-a7e4-3b82c2d68e8c,Cell,,,VTA,Polygon,453.9,244.8,119.1289,55.3657,0.4884,18.0168,11.8574,0.7519,4.473,6638,7.1235,68,2,66,230.8598,342596,42.7353,255,26,229,2.7608,4097,2.1523,24,2,22,257.1313,64.1615,0.7849,22.1222,16.507,0.6035,4.5135,7.1477,68,2,135.5085,102.6641,255,2,2.7151,2.0989,31,2,4.5485,7.1705,63,2,52.7591,57.9745,255,2,2.6754,2.0513,31,2,0.4634
9937_4.tif,7da425da-8744-40d4-ab8e-7436b42bf4b9,Cell,,,VTA,Polygon,545.94,241.79,37.2631,24.2276,0.7978,8.7695,5.8812,0.7204,3.3398,1553,3.6425,30,2,28,203.7462,94742,48.1163,255,15,240,2.5011,1163,1.2984,13,2,11,143.3257,48.0325,0.7807,17.2718,11.3057,0.7512,3.8263,4.6574,44,2,64.7527,87.9479,255,2,2.6166,1.5019,18,2,3.9985,4.9569,44,2,15.5654,19.8201,254,2,2.6575,1.566,18,2,0.2588
9937_4.tif,f734596f-61d6-43f9-9a74-14e988cf878e,Cell,,,VTA,Polygon,463.58,239.47,15.8086,15.3824,0.8396,5.2785,4.0303,0.645,4.5693,923,6.9079,50,2,48,221.7327,44790,54.2638,255,33,222,2.7277,551,2.2417,18,2,16,38.7955,24.9814,0.7812,9.9109,5.112,0.8465,4.614,7.0052,50,2,120.115,98.7522,255,2,2.6858,1.9694,18,2,4.6456,7.0853,41,2,48.0912,45.3204,251,2,2.6561,1.7546,13,2,0.4033
9937_4.tif,dccaf61a-3a7b-4fa4-b97b-2aab144b6600,Cell,,,VTA,Polygon,478.39,243.4,48.1516,25.4742,0.9324,8.7589,7.3147,0.558,4.79,2874,7.5046,62,2,60,232.4,139440,42.3541,255,14,241,3.0033,1802,2.6731,21,2,19,146.8746,48.3126,0.7907,18.3532,10.4838,0.7917,5.3986,8.4688,71,2,92.4605,104.1212,255,1,3.1859,2.8045,30,2,5.6969,8.891,71,2,23.8627,31.055,255,1,3.2753,2.8635,30,2,0.3285
9937_4.tif,d4cc8ac7-184d-4897-9662-dab137eaf461,Cell,,,VTA,Polygon,436.19,245.86,78.1557,38.0671,0.6778,13.1369,8.7037,0.8039,4.4261,4311,6.9395,53,2,51,229.654,223683,45.7854,255,41,214,2.615,2547,1.8125,18,2,16,229.6276,63.4737,0.7162,22.0624,16.0001,0.7946,4.4967,7.3483,100,2,98.8057,102.6775,255,2,2.6836,2.1554,35,2,4.5333,7.5533,100,2,30.9068,37.7773,234,2,2.7192,2.3131,35,2,0.3412
9937_4.tif,86ea72c1-e80c-461e-8a98-f338cf53165f,Cell,,,VTA,Polygon,468.01,250.98,64.6861,30.1088,0.8967,10.7091,8.2352,0.6612,4.8769,3921,8.0528,83,2,81,224.6891,180650,46.6054,255,51,204,2.8321,2277,2.1818,23,2,21,202.0433,52.9207,0.9066,18.0912,15.7108,0.2959,4.9366,7.979,83,2,86.7706,100.2824,255,2,3.0383,2.5754,32,2,4.9647,7.9461,79,2,21.6199,23.381,200,2,3.1357,2.7369,32,2,0.3193
9937_4.tif,fbcc13f3-36cb-4c5e-84dc-5488854a0793,Cell,,,VTA,Polygon,542.6,250.56,23.3902,19.2827,0.7905,6.4822,5.399,0.5202,4.7224,1412,5.9183,42,2,40,95.6221,28591,31.9145,187,24,163,3.0435,910,1.6814,10,2,8,86.5439,37.5691,0.7705,13.957,8.5524,0.7643,4.7212,5.7315,51,2,41.2156,42.1,187,2,2.9777,1.7171,13,2,4.7207,5.6619,51,2,20.2793,22.0174,174,2,2.9524,1.731,13,2,0.2759
9937_4.tif,7b133489-a8e9-40b3-b2d2-a2df87a89b7f,Cell,,,VTA,Polygon,437.73,254.67,11.2112,13.2339,0.8044,5.0511,2.9439,0.8167,4.7343,677,7.2286,33,2,31,107.7552,15409,48.1063,255,2,253,3.2727,468,3.1981,20,2,18,64.6861,31.5204,0.8182,12.0309,6.7482,0.8308,3.8807,6.6995,88,2,33.4646,45.4926,255,2,2.6807,2.2891,22,2,3.6964,6.5709,88,2,17.4169,23.8379,158,2,2.5529,2.0209,22,2,0.1755
9937_4.tif,d411294d-e351-42fe-9cfb-d594bd8cff40,Cell,,,VTA,Polygon,535.22,256.69,22.0997,19.4683,0.7327,7.3213,4.2188,0.8293,4.9341,1347,5.7397,35,2,33,130.5824,35649,64.2728,255,14,241,4.326,1181,5.1149,36,2,34,97.4324,38.5223,0.8251,15.3288,9.1491,0.7827,4.869,6.0437,41,2,44.257,57.7042,255,2,3.2998,3.1396,36,2,4.8502,6.1319,41,2,19.2125,17.5872,137,2,3.0021,2.1807,28,2,0.2226
9937_4.tif,122d6355-d653-46ef-9cf9-893f104811df,Cell,,,VTA,Polygon,449.32,257.56,24.1968,22.0194,0.6271,8.6894,3.9154,0.8926,3.5714,1100,5.1718,38,2,36,59.4058,18297,29.2004,163,2,161,2.7662,852,2.0492,20,2,18,90.3347,39.6918,0.7205,13.4973,9.3496,0.7194,3.9119,5.9321,44,2,35.0907,27.8595,163,2,2.8977,2.4584,27,2,4.0404,6.193,44,2,25.913,20.9885,120,2,2.9473,2.5956,27,2,0.2681
9937_4.tif,548643b9-0a8c-431c-ab93-a1b2524d0251,Cell,,,VTA,Polygon,382.42,258.92,48.9582,28.2348,0.7717,10.9847,5.6729,0.8654,6.2177,3799,9.1395,53,2,51,187.856,114780,57.4657,255,38,217,3.4926,2134,3.0231,25,2,23,227.0466,57.2434,0.8707,20.9634,13.349,0.7862,6.0774,9.2712,84,2,63.6755,73.7043,255,2,3.3319,2.767,34,2,6.0385,9.309,84,2,29.2811,23.8217,175,2,3.2874,2.6909,34,2,0.2153
9937_4.tif,77a4276e-f3db-4d24-b8aa-e20c072a1d88,Cell,,,VTA,Polygon,459.44,262.36,27.907,20.3891,0.8436,7.1642,5.5819,0.5987,4.5214,1587,7.5732,56,2,54,197.8034,69429,70.6825,255,15,240,2.4245,851,1.42,12,2,10,140.7447,44.4789,0.894,15.1989,12.4113,0.5905,4.4191,6.7576,56,2,54.08,80.5528,255,1,2.9074,2.3946,24,2,4.3934,6.5397,51,2,17.995,19.348,161,1,3.0286,2.5683,24,2,0.199
9937_4.tif,984faca7-2375-40b6-a093-a93b56433d73,Cell,,,VTA,Polygon,439.36,262.1,12.8243,13.1519,0.9317,4.6653,3.6295,0.5987,3.7866,621,6.1492,39,2,37,97.8415,16046,81.3417,255,2,253,2.9329,481,2.1991,13,2,11,86.9472,35.3261,0.8755,11.9307,10.305,0.5199,4.5273,7.3238,64,2,25.3765,45.3466,255,2,2.9843,2.6195,47,2,4.6598,7.5098,64,2,12.4166,11.7807,58,2,2.9935,2.6887,47,2,0.1466
9937_4.tif,e751fd0b-774a-4d85-b516-32d48e332119,Cell,,,VTA,Polygon,359.49,263.44,78.2363,39.0304,0.6454,16.5462,6.2426,0.9348,4.5713,4457,6.9705,45,2,43,210.1856,204931,56.5758,255,2,253,2.5231,2460,1.989,27,2,25,346.5788,69.6864,0.8968,26.474,16.153,0.7895,4.6065,6.9875,58,2,61.2993,86.9145,255,2,2.7082,2.0402,28,2,4.6168,6.9935,58,2,17.6014,20.3743,193,2,2.7625,2.0521,28,2,0.2268
9937_4.tif,324e1940-717c-48b3-94f8-59a876fbaa42,Cell,,,VTA,Polygon,545.82,265.95,64.9281,33.1511,0.7424,12.0562,7.3382,0.8116,5.1609,4170,6.5256,46,2,44,210.5693,170140,45.7332,255,56,199,2.5644,2072,1.5233,15,2,13,282.9413,61.68,0.9346,22.0534,17.1617,0.598,4.9889,6.0961,55,2,63.0191,85.1676,255,2,2.9165,1.9096,23,2,4.9374,5.9618,55,2,18.847,18.1187,150,2,3.0219,1.999,23,2,0.2306
9937_4.tif,2311424e-735b-4132-bc00-7b032920f285,Cell,,,VTA,Polygon,494.25,264.42,15.244,14.5045,0.9106,4.8497,4.2616,0.5888,3.6458,700,5.5276,41,2,39,116.2865,22327,82.7193,255,2,253,2.6354,506,1.6571,12,2,10,163.0058,45.5116,0.9889,14.7723,14.1911,0.2357,4.9233,7.776,93,2,22.9773,41.2485,255,2,4.2334,7.1548,101,2,5.0574,7.9646,93,2,13.1874,12.4748,120,2,4.4011,7.4821,101,2,0.0932
9937_4.tif,2385d3ca-761c-49e3-a9fe-9e12d8666c93,Cell,,,VTA,Polygon,314.87,266.39,40.8119,28.9483,0.612,9.6409,6.5166,0.7762,3.9004,1997,5.3,37,2,35,171.0801,87593,70.4361,255,22,233,2.6523,1358,1.8122,25,2,23,222.9332,53.9208,0.9635,18.1377,16.0618,0.4825,4.5199,6.5318,65,2,51.0604,67.9332,255,2,2.8741,2.2214,30,2,4.6607,6.7738,65,2,23.7735,22.7384,199,2,2.9245,2.3017,30,2,0.1859
9937_4.tif,267f5b65-1d60-4746-8afa-6ac14962c3e0,Cell,,,VTA,Polygon,447.21,267.85,21.5352,17.5225,0.8814,5.7705,4.9585,0.4565,5.8271,1550,7.7508,38,2,36,54.4737,14490,26.9581,159,7,152,3.1203,830,2.172,18,2,16,112.9991,40.901,0.8488,14.8201,11.0594,0.6347,5.1445,6.7909,39,2,23.973,21.7465,159,2,3.3046,2.7432,37,2,4.9851,6.54,39,2,16.8499,12.0824,107,2,3.3477,2.8594,37,2,0.1881
9937_4.tif,0153530e-38bf-4858-b871-e76743edebc2,Cell,,,VTA,Polygon,389.51,266.36,34.924,23.8847,0.7693,8.4267,6.22,0.6907,4.7991,2102,6.7533,55,2,53,96.2694,42166,36.6399,227,12,215,2.8333,1241,2.0569,20,2,18,106.3046,42.2011,0.7501,15.997,9.5527,0.7927,4.9205,7.1082,55,2,57.8062,39.4723,227,2,3.0401,2.5529,27,2,4.9807,7.2808,55,2,38.7271,23.823,157,2,3.1427,2.7615,27,2,0.3283
9937_4.tif,edd1bb23-300d-4837-a68c-dd41cc65dd4e,Cell,,,VTA,Polygon,480.19,269.04,21.4545,19.1085,0.7384,6.9339,4.2936,0.7965,3.9449,1073,4.9013,27,2,25,57.8235,15728,38.4651,242,3,239,2.5882,704,1.4828,13,2,11,154.6982,47.1372,0.8749,16.9944,11.4002,0.7563,4.8323,6.7449,83,2,24.4104,24.854,242,2,2.8391,1.9112,22,2,4.9788,6.993,83,2,18.8956,16.1703,135,2,2.8805,1.9702,22,2,0.141
9937_4.tif,7de15025-bdaf-4105-9829-ddede3dc4764,Cell,,,VTA,Polygon,396.07,270.53,16.1312,18.0835,0.6199,6.9268,3.8088,0.8577,5.7241,1162,7.5356,44,2,42,52.5123,10660,20.1336,118,8,110,2.936,596,1.8296,17,2,15,90.738,38.9836,0.7503,14.7291,8.5804,0.7918,4.6454,6.3648,59,2,26.0044,21.4229,122,2,2.7961,1.9662,24,2,4.4086,6.0569,59,2,20.187,16.8195,122,2,2.7654,1.9946,24,2,0.1728
9937_4.tif,8bef982c-1ce8-4076-aee0-d1b3002bfa37,Cell,,,VTA,Polygon,471.36,271.12,27.907,22.2874,0.706,8.9576,4.4676,0.8727,4.2857,1500,5.152,33,2,31,157.1771,55012,60.9545,255,34,221,2.7886,976,1.5162,10,2,8,126.3073,46.9298,0.7207,17.8071,9.2583,0.8822,4.7161,6.0905,64,2,50.6022,66.0577,255,2,2.8377,1.7684,22,2,4.8395,6.3304,64,2,20.0524,18.975,138,2,2.8518,1.8346,22,2,0.2218
9937_4.tif,e3d6b93e-3eaa-4c41-8199-2d829741f146,Cell,,,VTA,Polygon,289.03,269.44,14.2761,14.7816,0.8211,5.1192,4.0839,0.5168,4.2692,777,5.2768,34,2,32,63.3187,11524,31.4475,167,8,159,3.1813,579,2.2435,16,2,14,116.7899,40.139,0.9109,14.4199,10.1507,0.7152,4.913,6.4578,45,2,26.3329,23.6983,167,2,3.0608,2.053,22,2,5.0055,6.6069,45,2,21.0158,16.6073,107,2,3.0434,2.0245,22,2,0.1224
9937_4.tif,41f9188e-a03d-4c08-b82b-f0014c28eada,Cell,,,VTA,Polygon,303.56,272.01,25.326,19.1905,0.8642,7.2362,5.0679,0.694,4.0791,1289,4.7097,27,2,25,152.3386,48139,67.6364,255,8,247,3.1171,985,2.0148,16,2,14,157.2792,48.32,0.8465,17.1115,11.3064,0.7521,4.5607,5.6697,54,2,39.3707,58.4703,255,2,3.043,1.9941,19,2,4.6536,5.8335,54,2,17.5638,16.0464,148,2,3.0287,1.9904,19,2,0.1587
9937_4.tif,5bba51a4-9ef2-4cf8-a200-fdb50a97512c,Cell,,,VTA,Polygon,512.04,272.68,58.6369,29.9316,0.8225,10.5456,7.7543,0.661,4.1689,3060,4.676,29,2,27,208.3515,152930,43.5947,255,33,222,2.8774,2112,1.7249,20,2,18,227.4499,57.5352,0.8634,20.5923,14.3628,0.7047,4.8057,5.9118,46,2,70.5486,87.4426,255,2,3.0284,2.0409,20,2,5.0297,6.2748,46,2,22.0599,25.1492,199,2,3.0815,2.1388,20,2,0.2593
9937_4.tif,5b0b61f6-6799-415d-b4c1-b9e6708ca8ec,Cell,,,VTA,Polygon,272.01,270.38,13.3082,14.1847,0.8312,4.8298,3.9919,0.3525,6.1686,1061,5.7512,40,2,38,59.3372,10206,18.2546,105,16,89,3.0291,521,1.4567,10,2,8,100.9007,37.3842,0.9072,13.9202,10.1111,0.6035,5.3057,5.7063,44,2,26.3998,20.7799,114,2,3.0718,1.7218,22,2,5.1684,5.6898,44,2,21.1591,15.7336,114,2,3.0786,1.7608,22,2,0.1315
9937_4.tif,fde67087-6948-4106-8200-eda410975f51,Cell,,,VTA,Polygon,381.01,275.75,42.9896,26.0032,0.7989,8.763,7.1677,0.6251,4.8903,2631,5.423,31,2,29,148.6636,79981,53.8204,255,44,211,2.8903,1555,1.8209,17,2,15,180.5888,49.9755,0.9086,17.1483,13.8687,0.5256,4.8972,5.6168,48,2,53.0975,62.1605,255,2,2.9884,1.8971,22,2,4.8994,5.678,48,2,23.0129,19.6966,135,2,3.0193,1.92,22,2,0.2368
9937_4.tif,33eff770-9cd1-4640-8cb8-f61bd553416e,Cell,,,VTA,Polygon,524.35,275.47,50.4907,27.7427,0.8244,10.0858,6.553,0.7522,4.9477,3122,5.1525,33,2,31,211.935,133731,43.6093,255,63,192,2.9334,1851,1.6625,16,2,14,204.3017,54.1137,0.8767,19.1146,13.9445,0.6864,5.0635,5.3897,55,2,67.9692,88.2844,255,2,3.0107,1.7507,22,2,5.1019,5.4669,55,2,20.2579,24.4736,197,2,3.0362,1.7787,22,2,0.2468
9937_4.tif,c54efa81-8549-4b04-89bc-0e07374513b3,Cell,,,VTA,Polygon,463.13,275.1,29.0362,21.7022,0.7747,7.5893,5.7617,0.7067,4.3315,1568,4.7533,31,2,29,178.5166,64623,56.6556,255,15,240,3.1381,1136,2.149,18,2,16,145.7454,48.2329,0.7873,17.2742,11.4701,0.7125,4.7862,5.5991,46,2,49.8055,71.1033,255,2,5.0917,6.7326,74,2,4.8999,5.7872,46,2,17.6278,18.4135,166,2,5.5801,7.3704,74,2,0.1977
9937_4.tif,a5711900-8e0c-45d5-9c35-b5f72015ef9b,Cell,,,VTA,Polygon,263.44,274.92,17.583,17.0923,0.7563,6.4757,3.7528,0.7891,3.536,785,4.0199,30,2,28,55.527,12327,20.1651,127,6,121,2.4865,552,1.0055,8,2,6,94.8515,38.4638,0.8057,15.2652,8.5279,0.8275,4.1597,4.7921,34,2,29.9533,20.9412,127,2,2.9142,2.069,28,2,4.3047,4.945,34,2,24.0084,16.0876,89,2,3.0136,2.2339,28,2,0.1858
9937_4.tif,c75b6fb0-d50a-45a7-a98d-842142bb286f,Cell,,,VTA,Polygon,292.54,278.44,23.3096,19.5219,0.7686,6.9075,4.9083,0.6876,6.0508,1785,6.7839,46,2,44,110.4915,32595,50.2045,255,26,229,2.9559,872,1.9081,13,2,11,145.6647,47.2612,0.8195,16.4981,12.3663,0.6834,5.3167,6.1184,64,2,35.6153,41.325,255,2,2.9818,1.7215,21,2,5.1737,5.972,64,2,21.0258,15.647,116,2,2.9868,1.6834,21,2,0.1593
9937_4.tif,798ff9ab-a915-4a31-9174-0c43064894ea,Cell,,,VTA,Polygon,408.59,277.99,62.2664,29.7176,0.886,10.4617,7.7647,0.5922,4.7332,3673,5.8238,53,2,51,184.1649,142912,52.6623,255,17,238,2.7925,2167,1.8801,19,2,17,253.0985,59.1644,0.9086,19.6484,17.3968,0.3494,4.4495,5.6375,96,2,57.049,78.6039,255,2,2.7982,1.7928,21,2,4.3564,5.5731,96,2,15.34,15.907,139,2,2.8,1.7636,21,2,0.2458
9937_4.tif,096dbb54-69f5-498d-8801-b93794c14e1e,Cell,,Trpc6: Th,VTA,Polygon,450.13,279.3,66.4605,32.3714,0.797,11.2339,8.8491,0.4882,46.264,38029,63.5355,255,1,254,105.8492,87008,43.1878,255,20,235,13.5036,11100,21.8789,255,2,253,209.2217,55.8376,0.8433,19.6649,13.8743,0.6608,19.2177,41.0986,255,1,48.8727,48.4297,255,2,12.075,24.8965,255,2,6.7137,10.5156,164,1,22.5315,19.3059,173,2,11.4145,26.1537,255,2,0.3163
9937_4.tif,7ada09fe-6575-4f5c-890a-1a12f1e7feee,Cell,,,VTA,Polygon,273.12,282.4,50.41,28.0481,0.8052,9.116,7.4853,0.415,4.5685,2869,4.2234,26,2,24,162.2484,101892,53.2161,255,20,235,2.9315,1841,1.4466,13,2,11,198.6557,53.1435,0.8839,18.8528,14.9497,0.615,4.4578,4.6439,43,2,58.2358,68.8806,255,2,2.9123,1.5171,22,2,4.4199,4.7797,43,2,22.6585,20.7774,126,2,2.9058,1.5409,22,2,0.2541
9937_4.tif,6120fe94-8c08-46ce-9ea7-933c01fd4cb5,Cell,,,VTA,Polygon,254.34,281.5,67.2671,33.2838,0.763,12.0021,8.6268,0.6685,6.3794,5314,7.7444,60,2,58,75.2317,62668,35.9569,213,4,209,3.5834,2985,2.3622,22,2,20,249.3884,60.1027,0.8676,21.4674,16.0201,0.6325,5.8591,7.2274,60,2,33.0123,33.6423,213,2,3.3772,2.3645,24,2,5.6674,7.0194,53,2,17.4578,13.1894,91,2,3.3012,2.3614,24,2,0.2692
9937_4.tif,cf118854-b76d-49ce-85ef-c5c5be4ba5c0,Cell,,,VTA,Polygon,396.09,281.04,33.9562,24.2972,0.7228,8.8601,5.0315,0.8442,4.7986,2025,5.131,31,2,29,154.0545,65011,59.183,255,28,227,2.9739,1255,1.8968,17,2,15,119.2902,42.9183,0.8138,16.7811,10.1748,0.7812,5.9555,7.0555,49,2,62.2008,68.3288,255,2,3.0472,1.9259,17,2,6.4153,7.6412,49,2,25.7015,21.1364,133,2,3.0763,1.9375,14,2,0.2836
9937_4.tif,79e1c18d-c297-4a3a-aeb4-d3ed9f80cb8e,Cell,,,VTA,Polygon,241.27,281.29,11.8564,13.5387,0.8128,4.9892,3.529,0.6871,5.8377,899,6.9934,46,2,44,63.8766,9837,31.2185,178,7,171,3.5714,550,2.3979,13,2,11,80.8173,35.7258,0.7957,13.6432,8.5756,0.8004,5.3347,6.378,55,2,34.3645,24.1646,178,2,3.3805,2.1978,15,2,5.2435,6.2602,55,2,29.0176,18.0999,99,2,3.3459,2.1592,15,2,0.1476
9937_4.tif,b46f1ea0-ae3f-4a9f-8f08-31d77d0bbc04,Cell,,,VTA,Polygon,349.27,287.82,74.2842,35.7033,0.7323,13.5545,7.8643,0.8078,5.6511,5216,8.0583,62,2,60,215.6067,199005,47.5574,255,62,193,3.0455,2811,2.3086,25,2,23,245.6782,61.3467,0.8203,21.8525,16.3401,0.6847,5.2534,7.2536,72,2,81.3292,95.0575,255,2,3.1275,2.3689,25,2,5.0809,6.87,72,2,23.0602,27.4452,200,2,3.1631,2.3942,21,2,0.3008
9937_4.tif,0bcb7b94-be11-4532-bd25-017b744bdaf5,Cell,,,VTA,Polygon,360.95,287.14,42.0218,27.2776,0.7097,10.4303,5.05,0.887,5.5085,2903,7.3017,39,2,37,206.2277,108682,53.3959,255,23,232,2.7761,1463,1.9614,22,2,20,148.407,52.7379,0.6705,20.4537,11.7222,0.8728,5.2099,6.9444,55,2,81.5098,88.9466,255,2,2.994,2.1823,23,2,5.0904,6.7953,55,2,31.6036,34.9098,255,2,3.0812,2.2594,23,2,0.2825
9937_4.tif,d46060cf-8279-4578-b1f4-7a87b49576e3,Cell,,Trpc6,VTA,Polygon,390.61,288.8,36.6178,27.6942,0.6,10.9341,5.567,0.8897,46.9627,21415,36.2201,163,2,161,94.5219,43102,47.2347,255,3,252,2.9232,1333,1.9125,23,2,21,189.6223,54.013,0.8168,20.3378,12.8933,0.8021,22.547,29.2097,187,2,37.4841,39.2465,255,2,2.9295,2.3436,33,2,16.6779,23.7854,187,2,23.7733,20.1194,158,2,2.9309,2.4363,33,2,0.1934
9937_4.tif,8790fcc8-4213-45b6-945e-e976e2ac9a9b,Cell,,,VTA,Polygon,236.44,286.48,14.3568,15.9608,0.7082,6.2045,3.4808,0.8663,4.1522,764,5.3356,30,2,28,91.5435,16844,53.3132,255,15,240,2.8315,521,1.9273,15,2,13,79.6075,36.7563,0.7405,12.956,8.9628,0.7049,4.9121,6.772,58,2,30.498,39.3694,255,2,3.0747,2.1963,21,2,5.0856,7.0504,58,2,16.562,14.5551,102,2,3.1303,2.2506,21,2,0.1782
9937_4.tif,001ed874-325a-4b38-911d-09e22a612bb4,Cell,,Th,VTA,Polygon,205.88,285.95,11.6145,16.3106,0.5486,7.0575,2.6496,0.9141,5.8581,867,6.6986,33,2,31,237.7703,35190,40.5719,255,75,180,17.8919,2648,10.7432,56,3,53,154.8595,46.3183,0.9071,17.0618,11.0257,0.761,5.1859,7.0478,63,2,72.9443,97.7479,255,2,24.4604,26.1668,151,2,5.1298,7.0751,63,2,59.1778,88.071,255,2,25.009,26.9896,151,2,0.0762
