Image,Object ID,Object type,Name,Classification,Parent,ROI,Centroid X µm,Centroid Y µm,Nucleus: Area,Nucleus: Perimeter,Nucleus: Circularity,Nucleus: Max caliper,Nucleus: Min caliper,Nucleus: Eccentricity,Nucleus: Th mean,Nucleus: Th sum,Nucleus: Th std dev,Nucleus: Th max,Nucleus: Th min,Nucleus: Th range,Nucleus: Trpc6 mean,Nucleus: Trpc6 sum,Nucleus: Trpc6 std dev,Nucleus: Trpc6 max,Nucleus: Trpc6 min,Nucleus: Trpc6 range,Nucleus: Dapi mean,Nucleus: Dapi sum,Nucleus: Dapi std dev,Nucleus: Dapi max,Nucleus: Dapi min,Nucleus: Dapi range,Cell: Area,Cell: Perimeter,Cell: Circularity,Cell: Max caliper,Cell: Min caliper,Cell: Eccentricity,Cell: Th mean,Cell: Th std dev,Cell: Th max,Cell: Th min,Cell: Trpc6 mean,Cell: Trpc6 std dev,Cell: Trpc6 max,Cell: Trpc6 min,Cell: Dapi mean,Cell: Dapi std dev,Cell: Dapi max,Cell: Dapi min,Cytoplasm: Th mean,Cytoplasm: Th std dev,Cytoplasm: Th max,Cytoplasm: Th min,Cytoplasm: Trpc6 mean,Cytoplasm: Trpc6 std dev,Cytoplasm: Trpc6 max,Cytoplasm: Trpc6 min,Cytoplasm: Dapi mean,Cytoplasm: Dapi std dev,Cytoplasm: Dapi max,Cytoplasm: Dapi min,Nucleus/Cell area ratio
123_3.tif,79181d18-b85d-4d75-ae31-8130aab1d9ca,Cell,,,VTA,Polygon,488.02,326.63,32.4237,22.626,0.7959,8.1082,5.4342,0.7861,2.3945,965,1.6812,22,1,21,3.5261,1421,9.9229,83,1,82,230.5831,92925,49.6206,255,26,229,180.6694,50.1157,0.904,18.131,12.7861,0.7097,2.6905,2.3232,22,1,2.888,8.1711,98,1,56.2007,86.4128,255,0,2.7553,2.437,21,1,2.7482,7.7305,98,1,17.9864,20.9104,158,0,0.1762
123_3.tif,6951ad70-72c9-4412-a0c2-321590fc8f7d,Cell,,,VTA,Polygon,462.44,327.53,12.421,13.5001,0.8564,4.8247,3.2527,0.6932,2.5064,391,1.6559,11,1,10,3.7564,586,9.7837,52,1,51,35.1731,5487,30.0971,134,2,132,155.9887,44.6977,0.9811,14.7713,13.2066,0.4141,2.8764,2.9533,45,1,3.4178,9.2804,79,1,19.607,21.0806,136,2,2.9089,3.039,45,1,3.3881,9.2373,79,1,18.2413,19.5257,136,2,0.0797
123_3.tif,6aa01301-208f-4e20-b3d5-3418d0b87ece,Cell,,,VTA,Polygon,487.28,337.79,46.2159,25.8625,0.8683,8.6119,7.328,0.4911,2.8199,1613,2.9248,31,2,29,2.8007,1602,8.1905,69,1,68,196.0245,112126,61.0206,255,46,209,163.4091,50.7511,0.7972,17.8552,12.2557,0.6621,2.8268,2.8678,35,1,3.2279,8.8265,79,1,70.6892,87.6717,255,1,2.8296,2.8461,35,1,3.3959,9.0615,79,1,21.4165,25.2688,143,1,0.2802
123_3.tif,1111f78b-379e-4fd0-9b92-160c14de8fed,Cell,,,VTA,Polygon,378.72,337.82,54.6041,29.6897,0.7784,9.9751,8.2981,0.5841,2.5742,1753,4.3522,98,1,97,3.0734,2093,9.805,121,1,120,227.5947,154992,44.6531,255,24,231,186.5573,51.5813,0.8811,17.4346,14.0323,0.5541,2.6479,3.4752,98,1,3.8596,11.8239,155,1,111.397,103.7052,255,1,2.6787,3.0369,65,1,4.1873,12.5582,155,1,62.9694,80.2009,255,1,0.2901
123_3.tif,b5e72aaa-2e2e-4cd0-8766-054e799e4598,Cell,,,VTA,Polygon,501.06,341.11,60.3307,36.2533,0.5768,12.8298,7.8255,0.8232,2.963,2243,2.8603,23,2,21,3.5918,2719,9.928,85,1,84,66.1664,50088,38.9989,216,2,214,257.8572,61.4707,0.8575,22.8209,14.8209,0.7835,3.005,3.2203,52,1,3.3317,9.3343,99,1,31.4195,32.6358,216,2,3.018,3.3244,52,1,3.251,9.1431,99,1,20.6482,20.8295,136,2,0.2353
123_3.tif,a5b7b0a2-9789-45e2-8888-46056c4d258d,Cell,,,VTA,Polygon,425.08,337.93,21.5352,18.917,0.7562,6.9628,4.7534,0.7197,3.1336,868,4.028,38,2,36,3.4513,956,9.3442,57,1,56,31.3285,8678,24.9365,117,2,115,165.7481,47.906,0.9076,16.8161,12.3255,0.6735,2.8814,3.0509,45,1,3.4895,9.5722,80,1,19.9251,20.176,126,2,2.8421,2.8685,45,1,3.4955,9.6097,80,1,18.1506,18.7239,126,2,0.1309
123_3.tif,a31e99d7-6940-4d31-821a-01bd6951a8bf,Cell,,,VTA,Polygon,360.61,339.16,43.7156,25.7864,0.8262,8.9748,7.1316,0.6142,2.3382,1286,1.6992,20,1,19,2.7691,1523,8.2543,83,1,82,244.5854,134522,29.9418,255,55,200,186.5573,52.7817,0.8415,18.8643,12.5885,0.7591,2.6128,3.2286,98,1,2.615,7.7222,83,1,96.0709,107.272,255,0,2.6984,3.5702,98,2,2.5669,7.5504,71,1,49.7653,76.1028,255,0,0.2364
123_3.tif,e8c2eda2-b27f-47d3-a8ea-73ac21e0233f,Cell,,,VTA,Polygon,439.66,340.3,21.7771,19.4567,0.7229,6.8843,4.7466,0.649,2.7978,775,2.5951,25,2,23,3.3755,935,8.4117,50,1,49,36.787,10190,28.4855,132,2,130,191.1547,49.9408,0.9631,16.9866,14.0935,0.5412,2.8084,2.5877,33,1,2.9219,8.437,88,1,18.1671,20.4142,132,2,2.8098,2.5873,33,1,2.8619,8.4405,88,1,15.7028,17.6886,115,2,0.1153
123_3.tif,89633040-449e-4b65-a337-8fd98e76a945,Cell,,,VTA,Polygon,316.96,344.66,63.073,30.0121,0.88,9.8377,8.4038,0.4714,2.5134,1973,2.1262,26,1,25,2.2497,1766,6.4313,60,1,59,219.4076,172235,53.5932,255,31,224,282.4573,60.4094,0.9726,19.7699,18.2993,0.2857,2.8553,2.7846,31,1,2.9763,8.5488,88,1,65.2643,88.9989,255,0,2.954,2.9404,31,1,3.1862,9.059,88,1,20.7454,23.087,234,0,0.2251
123_3.tif,3b5973a8-7f3a-4382-b9cb-8e557489b409,Cell,,,VTA,Polygon,389.87,344.45,24.3581,23.0667,0.5753,8.8431,4.9942,0.8391,2.7928,849,2.3136,21,1,20,4.4572,1355,12.3606,84,1,83,32.0559,9745,24.9763,118,2,116,102.7557,38.9249,0.8522,14.5628,10.0116,0.7263,2.8106,2.5036,24,1,3.8928,10.5262,84,1,23.0767,22.5491,122,2,2.8162,2.5611,24,1,3.7166,9.8848,73,1,20.2741,20.9765,122,2,0.2317
123_3.tif,f99d5c28-0918-40f6-9569-55ce5e55b20b,Cell,,,VTA,Polygon,401.42,344.7,30.3267,24.7093,0.6242,9.8233,4.7249,0.8875,2.9096,1094,2.7688,29,1,28,4.1995,1579,11.3217,89,1,88,31.5239,11853,26.352,151,2,149,186.7993,50.7911,0.9099,17.2156,14.6742,0.4931,2.8964,2.8219,44,1,3.6785,9.9877,89,1,21.5158,21.9811,151,2,2.8939,2.8328,44,1,3.5775,9.7081,79,1,19.577,20.4794,138,2,0.163
123_3.tif,642bba58-5af8-4249-98f4-3899d5035e82,Cell,,,VTA,Polygon,417.98,351.31,123.807,53.7705,0.5381,16.7815,11.4314,0.7388,2.4769,3807,1.9535,26,1,25,10.4548,16069,27.86,223,1,222,206.6519,317624,60.748,255,11,244,384.4872,73.966,0.8831,26.9063,20.9728,0.6026,2.773,2.7789,49,1,5.5694,17.7594,223,1,87.8031,93.7008,255,0,2.9137,3.0854,49,1,3.2468,8.931,94,1,31.3013,35.9255,255,0,0.321
123_3.tif,95c31aa2-ac82-481f-a5d8-dd892e07be59,Cell,,,VTA,Polygon,298.63,349.47,62.4277,35.3823,0.6266,13.8317,6.6207,0.8939,3.376,2640,5.1238,80,1,79,3.3696,2635,9.5686,80,1,79,60.6189,47404,37.4548,203,2,201,305.6056,64.4267,0.9252,23.4946,16.472,0.7038,3.6739,5.6564,102,1,3.4412,9.6725,100,1,29.0314,29.8292,203,2,3.7514,5.7853,102,1,3.4599,9.7009,100,1,20.8113,20.7209,144,2,0.2065
123_3.tif,41863d4e-337d-48bb-b680-88e7720978d9,Cell,,,VTA,Polygon,377.01,349.8,63.6376,29.8926,0.8949,10.1171,8.4843,0.4551,2.4278,1918,1.9465,26,1,25,2.0696,1635,5.3186,54,1,53,240.1608,189727,36.1148,255,36,219,145.1001,47.8587,0.7961,16.3993,13.6157,0.3906,2.675,2.5242,31,1,2.5668,6.8308,63,1,125.3289,111.2037,255,0,2.8677,2.8821,31,1,2.9546,7.7901,63,1,35.7759,51.7835,255,0,0.4368
123_3.tif,44e54967-166a-4102-92d4-dc6a03d3464e,Cell,,,VTA,Polygon,365.75,348.58,57.0238,29.5277,0.8219,11.1223,7.5722,0.6926,2.6211,1861,3.0323,53,1,52,3.1254,2219,9.2274,105,1,104,247.8873,176000,22.9923,255,102,153,136.228,50.2835,0.6771,16.5781,14.4442,0.3869,3.3851,7.7829,174,1,2.7903,8.0758,105,1,122.0213,112.319,255,0,3.9369,9.8491,174,1,2.5483,7.1244,58,1,31.1109,40.346,255,0,0.4162
123_3.tif,e9910354-e645-4949-8770-73bbf3ecbf4c,Cell,,,VTA,Polygon,454.37,347.34,44.0382,31.8717,0.5448,9.9426,6.8648,0.7794,2.62,1441,2.1651,20,2,18,3.3091,1820,9.1563,63,1,62,115.3436,63439,63.1831,255,3,252,254.147,58.6985,0.9269,19.98,16.0498,0.5962,2.7464,2.5508,34,1,2.8919,8.1613,69,1,35.3678,48.7874,255,2,2.773,2.6246,34,1,2.8038,7.9343,69,1,18.4758,20.1057,176,2,0.1731
123_3.tif,5b39273b-3b44-4b88-aeeb-1bb146016b9a,Cell,,,VTA,Polygon,337.62,346.51,32.1011,22.2909,0.8118,7.9217,5.4291,0.6581,2.4335,988,1.6448,15,1,14,2.3202,942,6.9251,68,1,67,235.0025,95411,48.024,255,16,239,116.1446,42.8745,0.794,15.5914,10.3271,0.7239,3.1586,5.7991,89,1,2.5422,6.9495,68,1,88.0859,99.3972,255,2,3.4422,6.7418,89,1,2.6291,6.9604,62,1,30.6214,33.033,255,2,0.2753
123_3.tif,b31751ed-bc82-4504-b617-56a36773f4ee,Cell,,,VTA,Polygon,347,347.25,30.7299,20.8313,0.8899,6.9343,6.1499,0.461,3.2234,1241,4.5509,47,2,45,2.3766,915,7.5537,79,1,78,243.4675,93735,30.7422,255,64,191,144.7775,45.9141,0.863,16.3834,11.4102,0.6953,3.7038,8.0889,157,1,2.4092,7.5526,88,1,71.2194,94.8213,255,0,3.8349,8.8077,157,1,2.4181,7.555,88,1,24.2204,29.6144,255,0,0.2123
123_3.tif,511602a0-a859-4ac6-9cc7-3a04522381f4,Cell,,,VTA,Polygon,282.22,348.46,29.6008,22.6575,0.7246,8.1496,5.8575,0.694,2.7131,1012,1.9718,19,1,18,3.5094,1309,6.7056,50,1,49,103.9839,38786,56.77,255,13,242,215.2709,53.2135,0.9553,18.1585,15.788,0.4592,3.212,3.8314,79,1,2.873,6.1322,52,1,29.1094,39.5613,255,2,3.293,4.0482,79,1,2.7697,6.0292,52,1,16.9508,15.4446,119,2,0.1384
123_3.tif,4b565631-30bf-4068-a5fa-c3bf66e2e70d,Cell,,,VTA,Polygon,181.23,348.35,27.2617,20.4663,0.8179,6.6269,6.064,0.2561,2.7135,928,2.6407,24,1,23,2.1901,749,6.8088,72,1,71,214.0029,73189,56.9619,255,58,197,200.1075,51.0218,0.966,16.6546,15.4169,0.3398,2.7179,2.6573,44,1,2.8916,8.3564,87,1,62.4667,82.8386,255,0,2.7186,2.6606,44,1,3.0037,8.5741,87,1,38.238,56.408,255,0,0.1371
123_3.tif,219383ed-4eaa-45d4-a0b8-95763f325a64,Cell,,,VTA,Polygon,484.76,349.62,73.5583,34.8251,0.7622,12.1117,8.8019,0.7037,2.8292,2600,2.8576,37,1,36,2.2764,2092,6.4004,61,1,60,216.3112,198790,53.9085,255,27,228,229.063,61.2533,0.7672,22.1194,14.3628,0.8306,3.1652,3.8984,95,1,2.962,8.4077,98,1,90.3663,98.1064,255,1,3.326,4.2999,95,1,3.2901,9.1986,98,1,30.0833,40.1463,255,1,0.3219
123_3.tif,4df197f2-89be-41ca-98b6-f9f77f7af804,Cell,,,VTA,Polygon,239.99,349.93,33.7949,27.7756,0.5505,10.9161,5.0955,0.91,6.5409,2721,11.4563,87,1,86,2.8317,1178,7.8332,75,1,74,45.8197,19061,33.1866,170,2,168,244.791,57.9964,0.9145,20.9385,15.1749,0.704,6.8962,13.3738,199,1,3.3842,10.1923,206,1,28.0323,39.0855,255,1,6.9527,13.6547,199,1,3.4719,10.5169,206,1,25.2069,39.2119,255,1,0.1379
123_3.tif,4672b341-5749-4e82-bd2a-8ca8e035d24c,Cell,,,VTA,Polygon,200.39,350.03,20.5673,18.0913,0.7897,6.2543,4.5406,0.717,2.2353,570,1.2294,11,2,9,1.349,344,3.447,47,1,46,114.6706,29241,68.8965,255,2,253,184.299,48.6112,0.9801,16.2777,14.1912,0.4273,2.3295,2.4083,51,1,1.4958,4.2217,59,1,27.3475,48.7213,255,2,2.3414,2.5176,51,1,1.5143,4.3096,59,1,16.3783,31.6095,239,2,0.1108
123_3.tif,b444a808-9a3b-495e-b29b-b7dc0cd4e92b,Cell,,,VTA,Polygon,131.9,350.6,10.9692,14.6744,0.6401,4.9448,3.7977,0.7563,2.9338,399,2.4801,15,1,14,2.7647,376,7.9024,49,1,48,31.0074,4217,24.9118,163,2,161,141.0673,43.4436,0.9393,14.9242,12.3169,0.5882,2.9468,2.9634,32,1,2.4746,6.8468,74,1,26.5775,29.5844,255,1,2.9479,3.0012,32,1,2.4501,6.7525,74,1,26.204,29.9217,255,1,0.0768
123_3.tif,fe97c43a-4b31-4dcc-8e01-429e304884de,Cell,,,VTA,Polygon,386.44,353.64,13.7115,15.0059,0.7652,5.3977,3.5553,0.7008,3.0341,534,2.5877,14,2,12,3.358,591,8.4922,58,1,57,31.9489,5623,25.3691,117,2,115,50.9746,27.7399,0.8324,10.3828,7.1696,0.6585,2.9874,2.6807,22,1,3.6126,9.0051,58,1,23.2551,22.2485,119,2,2.9695,2.718,22,1,3.7102,9.2013,58,1,19.9216,19.9779,119,2,0.2672
123_3.tif,f6f9e651-c110-4c9a-b1a3-2e91670782ce,Cell,,,VTA,Polygon,71.71,353.07,19.922,28.1997,0.3148,10.2703,4.8377,0.9314,2.0198,511,0.4221,8,1,7,1.3755,348,3.2412,47,1,46,132.4664,33514,80.4708,255,2,253,185.5088,55.7347,0.7505,20.203,12.861,0.8234,2.3236,2.3796,75,1,1.8406,5.5543,71,1,58.2676,80.5371,255,1,2.3612,2.5155,75,1,1.898,5.774,71,1,49.1059,75.6743,255,1,0.1092
123_3.tif,588a4cb0-5e8b-4530-bb55-1bbee67820a8,Cell,,,VTA,Polygon,120.21,355.11,29.6008,27.6578,0.4863,9.7717,5.564,0.7979,3.1755,1194,3.2226,22,1,21,4.1303,1553,10.6133,78,1,77,30.2101,11359,25.4089,136,2,134,183.6537,52.4962,0.8374,17.8459,13.9415,0.5705,2.8568,2.8159,44,1,3.3181,9.561,110,1,22.475,23.0779,143,2,2.7937,2.7248,44,1,3.1574,9.3334,110,1,20.9442,22.2791,143,2,0.1615
123_3.tif,8c4952d6-47a6-4419-b1b2-0f334d515eb8,Cell,,,VTA,Polygon,394.13,354.99,10.9692,14.0591,0.6974,4.9615,3.4055,0.798,3.0142,425,2.6322,22,2,20,2.5816,364,7.8259,60,1,59,31.3475,4420,27.0893,154,2,152,66.2992,31.1056,0.8611,11.1018,8.5682,0.4353,3.0593,3.2395,41,1,3.2312,9.3369,85,1,22.9891,23.081,155,2,3.0686,3.3525,41,1,3.365,9.6181,85,1,21.2686,21.7941,155,2,0.1636
123_3.tif,f11687a8-ff4b-412f-ada7-5bbf6be6f560,Cell,,,VTA,Polygon,335.98,356.53,16.4538,20.8242,0.4768,9.2749,3.117,0.9509,4.5472,964,8.6377,86,1,85,2.9434,624,7.5662,64,1,63,90.1981,19122,54.8057,255,2,253,66.3799,35.1686,0.6744,14.2802,8.3486,0.8093,3.2268,4.9387,86,1,2.4668,7.154,80,1,43.3739,46.3347,255,2,2.7731,2.5343,23,1,2.3031,7.0056,80,1,27.2853,29.0361,201,2,0.2527
123_3.tif,aed4578f-e066-41cb-a718-b733a8392031,Cell,,,VTA,Polygon,327.25,354.26,17.1797,15.9703,0.8464,5.7017,3.9471,0.607,2.7604,599,2.5509,18,2,16,2.0876,453,5.8616,66,1,65,88.0876,19115,59.1906,255,2,253,98.9649,38.2103,0.8518,13.6908,10.508,0.5155,3.1254,5.4137,90,1,2.5586,7.4421,67,1,29.8396,40.3856,255,2,3.2038,5.8462,90,1,2.6597,7.7381,67,1,17.3373,18.6209,111,2,0.1699
123_3.tif,5ef19a9f-4e9e-489b-b2a8-256fe9017d8f,Cell,,Trpc6,VTA,Polygon,361.18,361.18,82.8337,35.7391,0.8149,12.7244,8.737,0.7174,2.4995,2587,2.1484,28,1,27,26.0908,27004,50.9058,255,0,255,229.8763,237922,45.4411,255,54,201,277.134,61.5926,0.918,20.0896,18.5981,0.2192,3.2822,6.5776,170,1,10.1504,30.8914,255,0,85.1193,101.0311,255,1,3.6195,7.7168,170,1,3.2818,9.6393,178,1,22.7448,28.1601,255,1,0.2996
123_3.tif,18bec448-da64-4a72-8077-8b0a5d67d490,Cell,,,VTA,Polygon,226.14,360.4,47.2644,32.0315,0.5789,10.5924,7.5707,0.5987,2.8523,1700,2.7874,30,1,29,3.4664,2066,9.4243,77,1,76,164.7617,98198,70.7485,255,12,243,224.627,56.1104,0.8966,18.4744,15.9776,0.425,3.2782,4.2846,69,1,3.1999,8.6469,77,1,56.9519,69.8396,255,1,3.3941,4.6024,69,1,3.1274,8.4237,75,1,27.6119,28.6224,226,1,0.213
123_3.tif,f6f37db9-f071-4f39-981d-4742d5f72b4e,Cell,,,VTA,Polygon,436.18,362.49,87.4311,41.9728,0.6236,12.6152,10.7101,0.4787,7.5552,8205,23.8926,229,1,228,8.9797,9752,30.4149,255,0,255,183.0783,198823,65.578,255,7,248,287.216,66.7227,0.8107,22.6041,18.8014,0.6005,5.5238,16.9432,240,1,5.0034,18.5106,255,0,72.1439,85.253,255,1,4.6336,12.6603,240,1,3.2607,8.8144,114,1,23.5262,28.4733,237,1,0.303
123_3.tif,f6f7e9f3-505e-4a65-a329-280db96baac3,Cell,,,VTA,Polygon,76.96,361.15,33.5529,23.2412,0.7806,8.9035,5.3305,0.8194,2.4561,1034,3.0459,38,1,37,1.6841,709,5.3137,60,1,59,229.4941,96617,49.27,255,28,227,124.8555,44.2207,0.8024,15.459,12.5089,0.4243,2.5805,2.545,38,1,2.1108,6.2353,65,1,82,96.8715,255,2,2.6269,2.3311,23,1,2.2697,6.5403,65,1,27.0973,29.2583,255,2,0.2692
123_3.tif,94468ba5-2be6-4526-8ce0-5779cb74f4ee,Cell,,,VTA,Polygon,86.23,359.69,12.9856,13.0655,0.9559,4.4131,3.9062,0.3467,2.311,379,2.6156,34,1,33,1.5976,262,4.8127,48,1,47,217.2439,35628,65.9322,255,3,252,97.997,38.2027,0.8438,13.8731,8.804,0.7576,3.0337,4.5058,77,1,1.9688,5.8475,60,1,45.5481,74.5838,255,0,3.1462,4.7237,77,1,2.0266,5.9925,60,1,18.8072,21.0947,133,0,0.1292
123_3.tif,6a26674d-1443-4de1-9034-ffa2a3f4f618,Cell,,Trpc6,VTA,Polygon,343.94,361.66,23.8742,21.5728,0.6447,8.0344,4.6251,0.8289,2.7483,830,2.8674,27,2,25,16.1821,4887,29.3669,191,1,190,135.7218,40988,66.0711,255,4,251,108.1597,40.0633,0.8468,14.8976,10.8021,0.6453,2.6868,2.5769,27,1,11.6413,25.7188,197,1,54.2931,62.3618,255,1,2.6689,2.4874,26,1,10.3215,24.4146,197,1,30.6246,35.5627,255,1,0.2245
123_3.tif,a6f87a76-8acd-4031-b461-fbd03f07c161,Cell,,,VTA,Polygon,380.31,359.28,9.9207,12.6735,0.7762,4.1202,3.5182,0.5721,3.4365,433,3.59,21,2,19,2.6825,338,6.4642,43,1,42,32.1429,4050,26.3487,110,2,108,57.911,30.3875,0.7881,10.9547,8.2132,0.6231,3.0874,3.0563,41,1,3.5534,9.2302,67,1,23.742,23.0814,148,2,3.0134,2.929,41,1,3.7378,9.7099,67,1,21.963,21.9436,148,2,0.1662
123_3.tif,2b6b3f41-6005-4d83-b49d-4f7ce4b6af34,Cell,,,VTA,Polygon,326.45,363.61,21.3738,17.7477,0.8527,5.8326,4.9948,0.4783,3.0297,815,2.6917,19,1,18,3.0669,825,7.8238,57,1,56,61.4275,16524,35.579,183,2,181,99.7715,39.8081,0.7912,13.6471,10.5807,0.4286,3.0419,3.1902,33,1,2.8935,8.2485,103,1,29.4306,29.7902,183,2,3.0453,3.3163,33,1,2.8455,8.3655,103,1,20.5664,20.5243,117,2,0.2108
123_3.tif,96eba4d2-1a20-481d-863a-d973fe7d0732,Cell,,,VTA,Polygon,4.458,362.23,32.1011,24.3828,0.6785,9.7671,4.2877,0.9178,2.535,1014,2.3649,25,1,24,1.955,782,6.2647,59,1,58,160.5225,64209,72.9722,255,2,253,123.8876,43.7162,0.8146,15.2957,10.6432,0.704,2.3991,2.6784,25,0,1.8313,5.8627,80,0,59.0954,76.5308,255,0,2.3514,2.7793,25,0,1.7879,5.7174,80,0,23.5381,34.2527,255,0,0.2552
123_3.tif,a3f9c242-7a26-46af-bc86-66b822fdf182,Cell,,,VTA,Polygon,178.78,363.39,21.6158,18.2996,0.8111,6.7939,4.5505,0.7387,4.6089,1249,6.8379,63,1,62,2.4059,652,6.9956,57,1,56,49.7786,13490,36.6891,177,2,175,183.6537,48.7489,0.9711,16.1446,14.484,0.4021,4.5083,8.8076,203,1,3.1927,10.3163,229,1,23.8038,24.8482,177,2,4.4948,9.042,203,1,3.299,10.6828,229,1,20.2965,20.4013,127,2,0.1172
123_3.tif,757d2c21-2a05-4432-8eed-bce1961c0e00,Cell,,,VTA,Polygon,127.78,362.91,17.583,16.8329,0.7798,5.591,4.3721,0.5917,3.2432,720,3.909,31,1,30,2.5225,560,7.2191,60,1,59,29.2162,6486,23.7559,112,2,110,80.4947,36.0966,0.7763,14.0819,8.2346,0.7678,2.6384,2.4627,31,1,3.2058,9.8298,119,1,21.3816,21.9263,159,2,2.466,1.8224,19,1,3.4005,10.451,119,1,19.1489,20.8599,159,2,0.2192
123_3.tif,38e1a3ac-a974-4f60-9d15-54ca85a9a05b,Cell,,,VTA,Polygon,280.99,364.46,48.071,26.0802,0.8881,8.8862,6.9459,0.6011,2.9482,1766,2.6757,32,1,31,2.7412,1642,6.422,58,1,57,236.3189,141555,37.161,255,88,167,171.0714,51.0262,0.8257,18.8284,12.3882,0.7346,4.9769,7.5453,113,1,2.7468,6.047,58,1,83.4433,100.5268,255,2,5.7733,8.6159,113,1,2.749,5.8954,53,1,23.4351,27.3926,255,2,0.2799
123_3.tif,c48f8c87-d8b3-49ea-81ed-955042005d3e,Cell,,,VTA,Polygon,388.99,364.61,24.2775,22.4927,0.603,7.6253,5.6995,0.6818,2.8179,851,2.3953,20,1,19,2.7815,840,7.8566,61,1,60,30.8642,9321,24.9821,120,2,118,120.9033,44.9527,0.7519,16.3343,11.6083,0.725,2.9575,2.8714,40,1,3.2681,9.2028,105,1,22.6609,21.8313,130,2,2.9925,2.9787,40,1,3.39,9.5094,105,1,20.605,20.4699,130,2,0.1989
123_3.tif,7f9e3aef-ea87-4cc6-a940-9c11bc194063,Cell,,,VTA,Polygon,290.96,368.14,58.153,30.1087,0.8061,10.11,7.6625,0.6911,3.1155,2265,4.4301,80,1,79,2.5378,1845,6.7255,57,1,56,197.7208,143743,58.8422,255,13,242,200.7528,57.7574,0.7562,19.988,13.2653,0.7559,3.3387,5.5943,105,1,2.6958,7.216,86,1,73.2701,88.769,255,1,3.4306,6.0073,105,1,2.7609,7.4095,86,1,22.0091,26.2722,234,1,0.2892
123_3.tif,df0e618a-3d4e-4061-be56-0d3665523e61,Cell,,,VTA,Polygon,412.96,368.05,73.155,31.7624,0.9112,10.9244,8.916,0.561,2.6422,2407,2.4413,29,1,28,3.2261,2939,9.4937,109,1,108,227.8639,207584,45.1612,255,20,235,244.4683,58.0796,0.9107,19.9768,16.6813,0.4051,2.938,3.0674,44,1,4.4852,12.5173,147,1,84.9673,99.1218,255,0,3.0651,3.2924,44,1,5.0259,13.5776,147,1,23.5912,25.0664,165,0,0.2994
123_3.tif,b125dde8-e72a-4ffc-a7df-cbd252e3e8f1,Cell,,,VTA,Polygon,212.1,366.31,34.3595,25.4229,0.668,8.432,6.6194,0.5671,2.9282,1265,2.9618,34,1,33,3.3542,1449,9.7694,80,1,79,83.8819,36237,60.7831,255,2,253,196.5587,51.6798,0.9248,17.8009,14.7159,0.4804,3.1177,3.74,73,1,2.6559,7.9183,94,1,29.4971,40.4866,255,2,3.1585,3.8866,73,1,2.5055,7.4542,94,1,17.7851,20.5824,180,2,0.1754
123_3.tif,214e3b7c-73a5-4bdf-8ed2-8ed844c5f1d1,Cell,,,VTA,Polygon,338.93,370.29,57.0238,39.4051,0.4615,15.8164,6.5818,0.9372,2.4198,1735,1.7563,18,1,17,5.1213,3672,12.8622,120,1,119,178.7866,128190,71.161,255,5,250,187.6865,57.7337,0.7076,21.367,14.0402,0.7864,2.5435,2.0985,25,1,3.5251,9.8172,120,1,77.1167,84.2152,255,1,2.5985,2.232,25,1,2.816,8.0091,88,1,31.9511,36.8906,253,1,0.3035
123_3.tif,39b54943-878c-4563-ada6-416caa837fc0,Cell,,,VTA,Polygon,377.83,367.05,18.7122,17.2897,0.7866,5.8762,4.2093,0.68,3.2803,784,3.0844,21,2,19,3.9498,944,10.8142,99,1,98,33.5063,8008,26.1675,134,2,132,116.064,41.4618,0.8484,15.2622,10.7686,0.6691,3.2505,3.4855,49,1,3.2089,8.9864,99,1,25.1048,23.201,134,2,3.2446,3.5611,49,1,3.0616,8.5744,95,1,23.4343,22.2007,124,2,0.1619
123_3.tif,cd687e88-92e9-4fe5-a4de-2feb90bf15f1,Cell,,,VTA,Polygon,239.93,365.65,10.082,12.2613,0.8427,4.398,3.1856,0.6445,6.4186,828,9.1119,60,1,59,5.2326,675,13.4033,79,1,78,30.7674,3969,22.7093,108,2,106,122.0325,41.2824,0.8998,14.4935,10.6881,0.657,15.6717,40.6272,255,1,3.395,9.5555,92,1,22.2279,22.2409,133,2,16.5336,42.2849,255,1,3.2238,9.1027,92,1,21.4325,22.0372,133,2,0.0815
123_3.tif,b5070310-e828-4a3d-b533-c1a54ab2253e,Cell,,Th,VTA,Polygon,253.31,368.2,69.6868,33.3353,0.788,12.7538,8.1726,0.7882,26.4988,23001,51.1982,255,1,254,3.8998,3385,10.6508,86,1,85,235.182,204138,42.5386,255,25,230,284.0704,62.3453,0.9184,21.6423,18.1142,0.5267,32.6277,59.022,255,1,2.8404,8.1814,115,1,72.0639,97.8476,255,0,34.6329,61.2414,255,1,2.4938,7.1603,115,1,18.6954,23.6279,166,0,0.2463
123_3.tif,016436db-8969-4e81-aa71-86a26f47f8cd,Cell,,,VTA,Polygon,29.52,369.63,95.4967,43.2599,0.6413,13.6739,11.4569,0.5971,2.7818,3302,2.7116,33,1,32,2.6327,3125,7.7095,65,1,64,235.754,279840,41.1972,255,11,244,301.4115,68.0585,0.8177,22.4448,19.1414,0.5132,2.9219,2.9673,50,1,2.6469,7.7289,100,1,96.6998,102.497,255,0,2.9871,3.0773,50,1,2.6535,7.7394,100,1,31.9969,37.652,255,0,0.317
