Image,Object ID,Object type,Name,Classification,Parent,ROI,Centroid X µm,Centroid Y µm,Nucleus: Area,Nucleus: Perimeter,Nucleus: Circularity,Nucleus: Max caliper,Nucleus: Min caliper,Nucleus: Eccentricity,Nucleus: Th mean,Nucleus: Th sum,Nucleus: Th std dev,Nucleus: Th max,Nucleus: Th min,Nucleus: Th range,Nucleus: Trpc6 mean,Nucleus: Trpc6 sum,Nucleus: Trpc6 std dev,Nucleus: Trpc6 max,Nucleus: Trpc6 min,Nucleus: Trpc6 range,Nucleus: Dapi mean,Nucleus: Dapi sum,Nucleus: Dapi std dev,Nucleus: Dapi max,Nucleus: Dapi min,Nucleus: Dapi range,Cell: Area,Cell: Perimeter,Cell: Circularity,Cell: Max caliper,Cell: Min caliper,Cell: Eccentricity,Cell: Th mean,Cell: Th std dev,Cell: Th max,Cell: Th min,Cell: Trpc6 mean,Cell: Trpc6 std dev,Cell: Trpc6 max,Cell: Trpc6 min,Cell: Dapi mean,Cell: Dapi std dev,Cell: Dapi max,Cell: Dapi min,Cytoplasm: Th mean,Cytoplasm: Th std dev,Cytoplasm: Th max,Cytoplasm: Th min,Cytoplasm: Trpc6 mean,Cytoplasm: Trpc6 std dev,Cytoplasm: Trpc6 max,Cytoplasm: Trpc6 min,Cytoplasm: Dapi mean,Cytoplasm: Dapi std dev,Cytoplasm: Dapi max,Cytoplasm: Dapi min,Nucleus/Cell area ratio
123_3.tif,7c11e50f-4b3c-45cc-be7f-fa2dd1c4079c,Cell,,,VTA,Polygon,1177.1,360.33,35.0854,22.6358,0.8605,7.9153,6.0238,0.5334,3.0525,1337,3.1506,34,1,33,3.2032,1403,8.7802,62,1,61,204.8402,89720,60.0563,255,7,248,160.6667,48.4581,0.8598,17.2995,11.5184,0.7357,3.4892,6.1133,191,1,3.0306,8.7166,101,1,61.2233,85.6824,255,2,3.6122,6.7116,191,1,2.982,8.7008,101,1,20.7704,30.749,255,2,0.218
123_3.tif,c3a7821d-0cb8-475e-a512-b822a7c35471,Cell,,,VTA,Polygon,1297.3,362.53,68.7189,30.7608,0.9126,10.3663,8.8037,0.4696,10.0503,8593,14.1816,96,1,95,5.0643,4330,13.7084,183,1,182,209.0187,178711,51.2407,255,31,224,206.802,54.9124,0.8618,19.9205,14.435,0.7319,9.7163,15.5216,166,1,4.7268,12.9321,209,1,86.1972,95.3576,255,1,9.5494,16.151,166,1,4.5582,12.5268,209,1,24.8223,31.8858,234,1,0.3322
123_3.tif,df6ecca9-1364-4b05-9513-3daff9794d14,Cell,,,VTA,Polygon,1272.7,362.99,41.2152,24.0742,0.8936,8.2861,6.5723,0.6067,4.4191,2267,10.0511,164,1,163,3.4464,1768,8.7739,51,1,50,234.7446,120424,44.0138,255,55,200,162.0379,47.9446,0.8858,17.8534,12.8524,0.6772,5.1789,15.0052,255,1,3.1973,8.5602,69,1,77.7917,99.667,255,1,5.439,16.3544,255,1,3.1121,8.4871,69,1,24.0781,36.7416,255,1,0.255
123_3.tif,c5d647b1-6888-4350-81fc-b0bef0f52868,Cell,,Th,VTA,Polygon,1067.8,361.39,34.0368,21.976,0.8857,7.3913,6.008,0.6045,45.8913,19412,23.9068,119,2,117,5.4634,2311,12.6902,152,1,151,78.8392,33349,34.421,166,2,164,98.0777,41.5094,0.7153,15.3015,10.5305,0.6763,30.6151,23.5657,119,1,4.7985,10.2076,152,1,46.629,35.179,166,2,22.5175,18.9197,94,1,4.4461,8.5947,56,1,29.5551,20.604,116,2,0.3411
123_3.tif,6b28ae18-12fd-4647-9ed5-39a66602d867,Cell,,,VTA,Polygon,1031.9,363.38,60.25,30.793,0.7985,10.7285,7.9044,0.6686,2.6043,1948,2.4525,28,1,27,2.758,2063,8.2866,65,1,64,130.0508,97278,58.0909,255,2,253,246.9687,58.0756,0.9202,20.361,16.1993,0.6079,2.9879,3.1792,49,1,3.2223,9.5821,139,1,47.2761,58.5405,255,1,3.1118,3.3718,49,1,3.3722,9.9616,139,1,20.5423,22.7275,167,1,0.2431
123_3.tif,c7985811-d2f2-45d4-836b-281dd3abbf73,Cell,,,VTA,Polygon,1148.1,363.84,50.41,28.8821,0.7594,10.9902,6.465,0.8486,3.754,2365,7.8198,113,1,112,2.9937,1886,8.4296,67,1,66,196.1778,123592,58.6181,255,18,237,183.815,52.1467,0.8495,18.4574,14.5348,0.6344,3.9225,6.2772,113,1,3.0989,8.3013,67,1,72.2601,85.6269,255,1,3.9867,5.5801,58,1,3.1391,8.2541,63,1,25.0605,27.1536,182,1,0.2745
123_3.tif,d6b4b202-d362-4cb0-b231-98502e90294f,Cell,,,VTA,Polygon,1330.7,363.13,55.0074,28.1869,0.87,9.7754,7.4067,0.6487,3.562,2440,2.9296,19,1,18,5.0832,3482,9.3185,65,1,64,200.4847,137332,42.499,255,44,211,193.3324,54.4299,0.82,19.6537,13.1811,0.7912,4.5025,5.7502,65,1,4.201,8.8147,72,1,73.8007,86.3381,255,1,4.8786,6.5093,65,1,3.8482,8.5825,72,1,23.1419,26.9443,215,1,0.2837
123_3.tif,4a2735e3-1e67-4e16-9bb5-f1ef29118f7f,Cell,,Th,VTA,Polygon,1137.4,364.03,19.0348,16.3745,0.8921,5.5883,4.7775,0.5005,95.1822,22463,38.4279,255,24,231,9.5975,2265,21.119,155,1,154,105.9746,25010,52.1181,255,6,249,53.3136,29.6288,0.7632,10.5943,7.0741,0.7103,72.8949,43.8601,255,1,8.7357,19.8117,155,1,65.4009,50.4117,255,2,60.6628,41.8309,216,1,8.2628,19.0651,132,1,43.1326,32.3848,161,2,0.3497
123_3.tif,3e895130-92bf-4a67-8c91-acf32267eb1d,Cell,,Trpc6: Th,VTA,Polygon,1129.9,361.29,11.5338,12.7542,0.891,4.2202,3.7736,0.442,74.6644,11125,38.7885,188,7,181,20.7315,3089,30.4311,128,1,127,98.5168,14679,51.3888,255,3,252,64.6861,30.8652,0.8533,11.4273,8.0327,0.6751,40.3313,42.5109,238,1,11.933,26.6659,219,1,47.4032,44.0034,255,2,32.5449,39.3668,238,1,9.9376,25.3393,219,1,35.8113,32.4394,199,2,0.1787
123_3.tif,1826b511-a1f8-41e1-99b7-217a3f770fd2,Cell,,,VTA,Polygon,1088.4,366.7,71.6225,32.1791,0.8692,11.3501,8.6659,0.6145,3.8425,3416,6.4913,103,1,102,2.0922,1860,5.934,63,1,62,233.3577,207455,40.2322,255,61,194,185.7508,51.3112,0.8866,16.8953,14.4919,0.4468,4.4655,9.9925,179,1,2.1248,5.9348,63,1,105.7698,108.2311,255,1,4.8561,11.6487,179,1,2.1453,5.9373,56,1,25.78,37.8539,255,1,0.3843
123_3.tif,20d794f0-620a-49b3-9b2c-41a050df7e02,Cell,,,VTA,Polygon,1214,364.78,39.9247,25.0493,0.7996,9.3405,6.292,0.78,3.2153,1598,3.683,30,1,29,2.6036,1294,7.2414,62,1,61,238.495,118532,40.4397,255,4,251,92.1092,40.5267,0.7047,15.7887,8.3634,0.8446,3.3322,3.7332,45,1,3.5507,10.0288,103,1,134.4467,105.0662,255,1,3.4219,3.7717,45,1,4.2782,11.6822,103,1,54.5209,59.5735,255,1,0.4314
123_3.tif,d762a059-80b2-4525-9fe4-f8859dea241b,Cell,,Trpc6: Th,VTA,Polygon,1100.4,362.42,20.9706,17.6262,0.8482,6.2055,4.5319,0.6674,58.4068,15361,46.2936,255,1,254,19.2357,5059,36.4036,199,1,198,170.4449,44827,67.3806,255,3,252,84.6081,33.5244,0.946,11.5899,9.4606,0.5485,31.4644,36.8908,255,1,11.0674,28.1361,255,1,76.6743,77.1531,255,2,22.4949,27.9357,185,1,8.3481,24.2036,255,1,45.457,50.2238,255,2,0.248
123_3.tif,9c619656-e7cf-411e-8bb0-8f6c13d7e91a,Cell,,,VTA,Polygon,1194.5,362.09,13.4696,14.1952,0.84,5.007,3.9539,0.6146,2.6882,457,2.5495,23,1,22,4.5647,776,11.5343,92,1,91,146.0529,24829,60.5414,255,12,243,79.8494,32.5035,0.9498,11.0461,9.3167,0.4752,2.855,2.984,33,1,3.3726,9.275,92,1,51.0785,61.9746,255,2,2.8894,3.0664,33,1,3.1264,8.7241,78,1,31.4605,40.3832,255,2,0.1707
123_3.tif,86727ca6-6474-40b0-8ebc-b3d47eae17c3,Cell,,,VTA,Polygon,1407.3,365.52,27.8263,22.7757,0.6741,7.714,5.9533,0.5975,3.5042,1237,4.3733,42,1,41,4.5524,1607,12.8235,124,1,123,54.2323,19144,38.2931,235,2,233,136.5506,46.0054,0.8107,17.1692,9.974,0.8236,5.2288,7.494,53,1,2.8184,8.8698,124,1,25.3874,30.5147,235,2,5.6821,8.0578,53,1,2.3626,7.4322,104,1,17.8057,22.6952,207,2,0.2066
123_3.tif,fc1c64c3-a0e8-49b8-9887-6ad0e0be7ee6,Cell,,,VTA,Polygon,1203.3,366.34,50.3293,29.8549,0.7096,9.7547,7.7302,0.5778,3.1661,2001,3.5126,37,1,36,2.606,1647,7.8301,80,1,79,219.7009,138851,49.5184,255,26,229,74.4455,33.7138,0.8231,11.4833,8.8149,0.6189,3.1002,3.257,37,1,2.8869,8.4089,80,1,189.8804,71.83,255,1,2.9595,2.6294,17,1,3.4865,9.5143,63,1,126.2095,70.6781,255,1,0.6719
123_3.tif,f6f575e9-a4d7-474f-81fe-cc14cb057304,Cell,,,VTA,Polygon,1221,367.13,26.5358,20.3591,0.8045,7.4789,4.4678,0.794,7.3746,2500,7.143,39,1,38,5.0973,1728,12.8226,106,1,105,202.938,68796,56.3162,255,42,213,121.1453,44.776,0.7593,16.7323,8.7935,0.8615,6.002,6.2991,45,1,4.919,12.7489,136,1,70.6649,81.2065,255,1,5.6036,5.9768,45,1,4.8673,12.7324,136,1,32.274,32.1557,239,1,0.2239
123_3.tif,3fc81372-8608-4ae4-aa52-279cdf002a71,Cell,,,VTA,Polygon,1041.5,369.74,44.0382,32.0017,0.5404,11.9432,6.7267,0.8892,4.1218,2267,4.5738,46,1,45,3.5909,1975,10.0444,106,1,105,35.6073,19584,26.9909,142,2,140,131.5499,48.6741,0.6978,18.706,10.9351,0.8543,4.3311,5.3324,51,1,2.9437,8.6126,106,1,24.224,24.3625,145,2,4.4373,5.6778,51,1,2.6153,7.7706,69,1,18.4483,20.6509,145,2,0.3318
123_3.tif,abf26db9-cf89-47ad-b38f-a896df9eeb9f,Cell,,Th,VTA,Polygon,1118.4,368.62,70.7353,32.7028,0.8311,11.4541,8.3352,0.6686,35.2758,31078,56.3464,255,1,254,4.8411,4265,14.572,155,1,154,231.4268,203887,39.6961,255,59,196,184.2183,53.8259,0.799,20.3714,13.1836,0.7888,29.2136,56.1899,255,1,3.6932,11.6487,155,1,113.0048,106.353,255,1,25.4095,55.776,255,1,2.9729,9.2933,124,1,38.6959,55.6178,255,1,0.3832
123_3.tif,0177302d-a324-4731-9432-a19f46df30f7,Cell,,,VTA,Polygon,1254.7,368.91,25.8099,20.3048,0.7867,6.8774,5.746,0.3857,3.208,1049,3.7799,35,1,34,7.4434,2434,17.1447,139,1,138,193.5535,63292,61.0906,255,22,233,113.483,43.5235,0.7528,16.1102,8.671,0.8626,3.1142,3.6355,56,1,4.1865,11.3901,139,1,60.4312,83.8994,255,1,3.0859,3.5921,56,1,3.2031,8.7296,80,1,20.2364,32.6972,255,1,0.2283
123_3.tif,41363b1a-499f-4023-9d72-87b536ac01fd,Cell,,Th,VTA,Polygon,1068.1,368.78,30.488,27.4627,0.508,10.5981,4.66,0.9165,29.7417,11629,16.1546,87,3,84,2.821,1103,5.8956,41,1,40,49.5857,19388,24.3398,133,7,126,131.2273,52.7863,0.5918,19.705,9.585,0.9196,23.5663,33.6445,255,0,2.9699,6.1289,43,1,31.1763,22.6001,133,2,21.6144,37.3071,255,0,3.017,6.2024,43,1,25.3573,18.5556,110,2,0.2367
123_3.tif,37348728-dd40-47fc-ae1e-d1215ce3682c,Cell,,,VTA,Polygon,1127.6,375.41,122.9197,44.3397,0.7857,15.4568,10.992,0.7001,12.1865,18621,25.3891,255,1,254,2.2866,3494,6.6696,67,1,66,243.4581,372004,31.7414,255,28,227,237.2093,63.4101,0.7414,22.9076,13.6667,0.8164,18.7577,39.677,255,1,2.6108,7.6958,101,1,151.0119,108.0983,255,0,25.8337,49.7981,255,1,2.9598,8.6549,101,1,51.4644,63.7654,255,0,0.5152
123_3.tif,b8d95a46-9aab-4628-bbda-d001cf2807e2,Cell,,Th,VTA,Polygon,1052.2,369.78,52.749,28.634,0.8085,9.2033,8.0776,0.5211,46.4329,30460,25.3432,144,3,141,8.7256,5724,19.157,166,1,165,75.032,49221,43.1711,242,4,238,156.9566,47.1521,0.8871,15.8377,13.6071,0.3714,27.4913,24.197,144,1,5.6728,14.4491,166,1,43.1395,40.2529,242,2,17.8887,16.8189,115,1,4.1252,11.0301,136,1,26.9714,26.8435,179,2,0.3345
123_3.tif,5ae66d10-4bd1-4beb-9b92-767f3080fe57,Cell,,Trpc6: Th,VTA,Polygon,1097.1,372.64,29.4394,22.7596,0.7142,8.495,5.1694,0.7989,105.1635,38595,73.2759,255,5,250,21.7493,7982,40.8544,255,1,254,214.7875,78827,47.5008,255,62,193,81.8658,37.0423,0.7498,14.6126,7.1925,0.8561,85.7847,79.8294,255,1,11.6323,28.884,255,1,115.47,93.1862,255,2,74.8431,81.3396,255,1,5.92,16.5599,134,1,59.3938,59.9535,255,2,0.3595
123_3.tif,3e2efd63-5143-4a30-967f-29e6224d8c01,Cell,,,VTA,Polygon,1230.8,369.19,23.3902,20.249,0.7169,7.0723,4.7581,0.7553,3.0034,889,2.8013,23,1,22,2.4155,715,6.7998,65,1,64,105.6081,31260,54.2604,255,3,252,140.4221,45.2637,0.8613,15.4415,12.5334,0.552,3.9753,5.7256,64,1,3.2758,8.9875,83,1,37.1124,44.9219,255,2,4.174,6.1364,64,1,3.4517,9.3643,83,1,23.1105,25.9735,147,2,0.1681
123_3.tif,008e6548-6e9a-4fd8-9519-7bfc0f774442,Cell,,,VTA,Polygon,1309.2,370.28,26.4552,20.3666,0.8015,7.5476,5.1633,0.7266,3.482,1163,4.0977,35,1,34,2.976,994,8.6298,62,1,61,42.4102,14165,33.4091,201,2,199,168.9743,47.5771,0.9381,16.6612,13.5114,0.4779,4.3469,8.7771,163,1,3.6966,9.7363,76,1,20.4184,22.7941,201,2,4.5108,9.397,163,1,3.8331,9.9284,76,1,16.2497,17.2607,132,2,0.1589
123_3.tif,2f3b51cb-4ea6-4c07-86ac-f9b68595d914,Cell,,,VTA,Polygon,1106.7,374.49,81.0593,43.165,0.5467,13.7572,11.2369,0.5103,10.8668,10932,24.7865,227,1,226,3.7097,3732,12.4746,159,1,158,213.6103,214892,56.2851,255,21,234,229.6276,62.9617,0.7279,22.2087,16.5164,0.6979,11.1123,23.887,255,1,3.4925,12.1199,191,1,101.9203,97.7168,255,1,11.2463,23.3872,255,1,3.3738,11.9236,191,1,40.9544,50.0316,255,1,0.3513
123_3.tif,15826bf9-e048-43f5-9256-1a20fc28bd46,Cell,,Th,VTA,Polygon,1352.2,374.18,103.401,39.7718,0.8215,13.9826,10.2253,0.6933,103.684,133234,78.05,255,1,254,10.0669,12936,29.5522,255,1,254,190.3556,244607,59.1844,255,17,238,364.0005,69.185,0.9556,23.7952,20.0818,0.5049,53.7884,68.2092,255,1,5.9521,20.3805,255,1,69.5571,85.3508,255,1,33.926,51.9159,255,1,4.3141,14.9614,240,1,21.4696,25.846,215,1,0.2843
123_3.tif,093e3e17-d9e2-4650-b9dd-a164ed9de6c8,Cell,,,VTA,Polygon,943.01,371.3,35.7306,26.8297,0.6238,8.9623,6.3582,0.6625,2.8673,1296,3.282,35,1,34,3.0642,1385,8.1547,59,1,58,76.9049,34761,47.1835,255,2,253,174.5396,50.5432,0.8586,17.5306,14.0509,0.5584,3.0319,3.4185,40,1,3.0476,8.4468,75,1,33.0518,38.0492,255,2,3.0754,3.4532,40,1,3.0432,8.5245,75,1,21.4737,24.5196,189,2,0.2066
123_3.tif,3105d481-8112-4f9d-ac31-0da6f0eab9f9,Cell,,,VTA,Polygon,1191.4,373.02,86.06,44.8399,0.5379,15.0542,10.3955,0.7813,2.9636,3171,2.9879,33,1,32,4.2346,4531,10.712,83,1,82,199.6626,213639,57.6139,255,17,238,196.6393,58.9889,0.7101,19.9062,16.0804,0.3777,3.4012,4.2417,76,1,3.6607,9.7313,83,1,116.9037,92.2498,255,1,3.7431,4.9816,76,1,3.2124,8.8686,83,1,52.2672,55.0939,255,1,0.4391
123_3.tif,6fec5fab-5541-49d9-bc96-92d593fc55bd,Cell,,,VTA,Polygon,1210.5,373.41,14.4374,14.7643,0.8323,5.3275,3.7925,0.7339,2.4216,448,1.7587,17,1,16,2.1459,397,6.445,71,1,70,207.5622,38399,56.7799,255,10,245,51.8618,29.0588,0.7718,10.7574,5.6229,0.8355,2.9721,3.4885,46,1,4.1749,10.8543,108,1,88.6393,94.8365,255,1,3.1931,3.9568,46,1,4.9892,12.0939,108,1,40.9154,57.8895,255,1,0.2736
123_3.tif,62c47596-731f-4057-902e-0593e38dc23e,Cell,,,VTA,Polygon,1376.2,372.95,82.2691,39.6605,0.6572,15.8357,7.6827,0.8766,3.1279,3203,3.5525,34,1,33,3.0059,3078,8.099,64,1,63,214.4775,219625,57.8721,255,26,229,290.4423,67.6558,0.7974,25.7954,15.2356,0.8241,3.293,4.511,86,1,3.4301,9.7125,140,1,76.8443,95.1962,255,1,3.3585,4.8382,86,1,3.5984,10.2796,140,1,22.2178,28.7313,223,1,0.2826
123_3.tif,3525bbd5-bac4-48af-97ad-6118cbd85b2d,Cell,,Th,VTA,Polygon,1328.5,373.01,35.0047,23.9458,0.7671,8.1938,6.6891,0.4948,58.6196,25734,59.7047,237,2,235,2.9157,1280,5.6649,35,1,34,199.1549,87429,49.3787,255,35,220,120.4194,47.0863,0.6825,17.2722,11.7302,0.741,24.3064,44.5106,237,1,2.9753,6.5341,59,1,82.5565,88.784,255,1,10.0417,25.141,214,1,3,6.8655,59,1,34.0843,46.2757,255,1,0.2926
123_3.tif,c28cf86f-5851-4a92-a6c0-b6f9b1bb6bce,Cell,,Th,VTA,Polygon,1177.4,372.19,18.5509,20.1873,0.572,7.5881,4.8398,0.7167,15.8884,3702,12.8578,71,1,70,8.618,2008,17.6605,92,1,91,37.2876,8688,26.1582,117,2,115,121.7099,43.216,0.8189,16.4411,9.9785,0.8114,6.7682,9.0168,71,1,4.7205,12.4836,92,1,19.6444,21.7885,117,2,5.1042,6.9375,63,1,4.0094,11.1495,88,1,16.4252,19.2304,108,2,0.1549
123_3.tif,5ddf62ac-679c-440c-820a-64f9bd0f5f80,Cell,,Th,VTA,Polygon,1154.6,373.31,14.4374,14.3674,0.8789,5.0016,3.9417,0.5256,26.0275,4737,35.3643,211,1,210,3.3956,618,9.9777,66,1,65,67.2747,12244,55.4701,255,2,253,126.8719,42.1382,0.8979,14.3745,11.4438,0.3941,5.8642,14.5632,211,1,2.8065,8.3658,95,1,19.981,30.6147,255,2,3.2317,4.1525,67,1,2.7296,8.1329,95,1,13.8063,18.1529,146,2,0.1145
123_3.tif,92aaa7d8-c74a-42bf-9607-a39c319d3d7f,Cell,,,VTA,Polygon,1139.7,377.64,58.5563,33.4059,0.6594,12.2658,7.4336,0.8312,4.1058,2989,8.3598,101,1,100,3.1511,2294,9.0537,108,1,107,207.4272,151007,62.2564,255,11,244,142.8418,52.1393,0.6603,19.6794,11.8302,0.8107,4.3885,8.4031,147,1,2.9927,8.4144,108,1,116.1008,98.5057,255,1,4.5849,8.4314,147,1,2.8826,7.9428,71,1,52.6603,62.6991,255,1,0.4091
123_3.tif,6a7e6fc5-9586-4678-a891-66a2f98a4254,Cell,,,VTA,Polygon,1203.3,377.44,34.1981,25.0296,0.686,9.4468,5.8405,0.7909,2.9256,1258,2.9854,33,1,32,3.2395,1393,8.6316,67,1,66,195.3302,83992,59.7219,255,7,248,119.5322,41.5178,0.8714,15.1222,11.6821,0.5786,3.2911,3.3824,33,1,3.4757,9.4779,74,1,86.9623,90.4696,255,1,3.4402,3.522,28,1,3.5721,9.8045,74,1,42.7514,57.6359,255,1,0.2863
123_3.tif,f1ee45f7-071e-4ad1-ae71-e06de8cf8959,Cell,,,VTA,Polygon,993.69,376.75,47.829,31.5508,0.6038,12.5455,5.9162,0.9128,2.6179,1576,2.2454,28,1,27,2.8538,1718,7.6998,70,1,69,167.8787,101063,62.0341,255,23,232,210.5928,57.8845,0.7898,20.9439,14.1329,0.7665,3.4006,4.7292,80,1,3.0818,8.5267,82,1,64.9901,71.4633,255,1,3.6346,5.226,80,1,3.15,8.7594,82,1,34.2358,37.0572,255,1,0.2289
123_3.tif,cb70c5f0-50f8-40ed-8171-4e87b94736dd,Cell,,Trpc6,VTA,Polygon,1250.6,376.79,34.1981,21.9949,0.8883,7.8384,6.2399,0.5515,3.1087,1315,3.0691,23,1,22,72.461,30651,74.7828,255,0,255,227.0804,96055,50.5866,255,9,246,150.4234,47.2838,0.8455,16.4853,11.3529,0.7286,3.5259,4.178,46,1,24.3034,49.4922,255,0,69.3761,92.5861,255,1,3.648,4.444,46,1,10.2158,25.6086,255,1,23.2427,30.3973,255,1,0.2254
123_3.tif,fc283232-ceb2-4115-8e52-a89fffbbddfd,Cell,,Th,VTA,Polygon,1276.4,374.42,15.7279,17.1573,0.6714,6.6831,3.4947,0.8886,59.3812,11995,49.9515,255,1,254,2.5198,509,6.8001,51,1,50,108.401,21897,66.3309,255,2,253,120.1774,43.1472,0.8112,15.9344,10.7467,0.7131,19.0643,36.9401,255,1,2.6327,7.7992,104,1,26.2949,45.1055,255,2,12.7512,29.9119,255,1,2.6504,7.9465,104,1,13.438,21.1039,165,2,0.1342
123_3.tif,92ba29a8-b427-45b8-9103-5a9f79611fc1,Cell,,Th,VTA,Polygon,1065.8,376.31,24.1161,21.4489,0.6587,8.0052,4.8366,0.8115,140.1516,43447,113.2657,255,1,254,2.8871,895,6.2455,54,1,53,64.5,19995,29.6635,214,5,209,101.3039,39.1055,0.8325,15.2198,9.1286,0.7923,100.9198,112.2506,255,1,3.0373,6.476,58,1,36.3127,30.2146,214,2,88.1179,108.9592,255,1,3.0863,6.552,58,1,27.1147,24.0914,153,2,0.2429
123_3.tif,d5fd438c-4a08-4043-a798-70f7bc60f717,Cell,,Th,VTA,Polygon,1285.7,377.34,30.8106,23.5856,0.696,8.555,4.9196,0.8167,21.2371,8240,30.2998,197,1,196,7.0258,2726,17.8939,127,1,126,160.0979,62118,74.5563,255,2,253,149.0523,48.2163,0.8057,17.6173,12.497,0.7453,9.2666,18.6945,197,1,4.3867,12.3835,127,1,55.3818,74.5387,255,1,6.0876,12.2805,186,1,3.6858,10.3387,122,1,27.5722,43.2564,255,1,0.209
123_3.tif,f6fbbe48-8172-493f-88bd-186814f95052,Cell,,,VTA,Polygon,1295.1,374.68,16.2925,15.64,0.837,5.6965,4.2976,0.6525,3.8155,786,4.3946,31,1,30,3.466,714,10.2351,71,1,70,36.9951,7621,27.5349,133,2,131,105.498,40.6008,0.8042,13.4392,11.325,0.4305,3.4156,3.8478,36,1,3.4408,9.7246,118,1,16.7105,20.378,133,2,3.3409,3.7344,36,1,3.4361,9.6311,118,1,12.922,16.142,104,2,0.156
123_3.tif,48184edb-6be9-4cf6-a333-99af9ed156e1,Cell,,,VTA,Polygon,1394.3,376.71,78.075,36.389,0.7409,12.8033,8.1554,0.764,3.5041,3392,4.1312,43,1,42,3.3554,3248,8.7057,73,1,72,188.2934,182268,62.2722,255,21,234,222.9332,56.172,0.8879,18.9441,15.856,0.529,3.3294,3.7797,45,1,3.108,8.5909,93,1,80.3236,90.063,255,1,3.2354,3.5741,45,1,2.975,8.5281,93,1,22.2921,27.4139,209,1,0.3507
123_3.tif,ec7a3890-31f8-44ff-93fd-0c0b45fde13e,Cell,,,VTA,Polygon,983.3,377,38.7955,24.7365,0.7967,8.825,5.5876,0.7745,3.1715,1535,3.5242,37,1,36,2.6074,1262,7.0513,62,1,61,149.2707,72247,60.4622,255,12,243,133.7276,45.6445,0.8066,17.4735,10.0219,0.8341,2.9048,2.9336,37,1,2.6355,7.217,67,1,66.9789,68.9534,255,2,2.7951,2.6465,28,1,2.6471,7.287,67,1,33.1105,35.6768,230,2,0.2899
123_3.tif,c95e1cc2-a262-4b83-8570-178cb423f957,Cell,,Trpc6: Th,VTA,Polygon,1333.8,382.88,86.8665,43.8703,0.5672,17.1774,8.501,0.8984,112.9715,123026,77.9066,255,2,253,21.8935,23842,37.9554,244,1,243,174.7961,190353,71.7306,255,10,245,271.4881,66.0019,0.7832,25.9352,15.2622,0.8046,49.1755,71.4317,255,1,9.4019,24.7836,244,1,70.2229,86.6714,255,1,18.7711,42.1751,255,1,3.4486,10.535,167,1,20.3847,30.7188,255,1,0.3219
123_3.tif,a0ce0173-8841-4511-9700-04a459542633,Cell,,,VTA,Polygon,1235.5,379.72,57.2658,28.9337,0.8596,9.9736,7.5236,0.6247,2.6625,1901,2.647,33,1,32,5.4258,3874,13.5461,125,1,124,221.8151,158376,51.4798,255,37,218,200.6721,54.927,0.8358,18.6046,14.7296,0.6262,3.4623,5.7019,101,1,4.1236,11.2281,125,1,79.7777,97.0308,255,0,3.7835,6.5117,101,1,3.6007,10.1067,111,1,22.739,27.8056,187,0,0.2862
123_3.tif,afc8e7cc-d139-49d6-b356-ea209949a6f3,Cell,,,VTA,Polygon,1044.6,378.97,14.1148,14.4651,0.8477,5.1063,3.7001,0.6856,4.1844,749,4.353,24,1,23,4.1899,750,15.0227,154,1,153,48.3129,8648,32.4377,161,2,159,39.0375,25.0376,0.7825,8.7418,7.2295,0.4291,6.0924,9.761,74,1,3.0246,10.6626,154,1,31.768,29.4236,161,2,7.2013,11.6828,74,1,2.3474,6.9192,62,1,22.1526,22.541,109,2,0.355
123_3.tif,53689fc2-f73e-4bbb-8466-bea3db6e18de,Cell,,,VTA,Polygon,1036.7,382.72,43.7962,30.9368,0.575,11.139,7.0045,0.7834,3.7044,2030,3.9591,33,1,32,3.8449,2107,10.8858,87,1,86,43.865,24038,31.5684,168,2,166,177.0399,54.0379,0.7619,20.4746,11.5189,0.8554,3.5615,8.027,255,1,2.7445,8.2461,96,1,21.7974,26.0685,168,2,3.514,8.9808,255,1,2.3786,7.1225,96,1,14.4593,18.9417,141,2,0.2477
123_3.tif,a8747148-f489-488a-926d-f7ddb52a212b,Cell,,Th,VTA,Polygon,1179.6,384.73,74.9294,36.7157,0.6985,12.8367,7.8602,0.82,22.9604,21468,17.4968,126,1,125,9.7144,9083,21.5497,213,1,212,43.5807,40748,30.7626,160,2,158,210.1895,56.8023,0.8186,20.2537,14.3827,0.6759,15.7233,16.5058,132,1,7.4473,20.8875,255,1,28.2974,27.5077,160,2,11.681,14.4281,132,1,6.181,20.4054,255,1,19.7611,21.1609,154,2,0.3558
123_3.tif,4ef6680b-7f5d-4126-a423-61f4f29fdf25,Cell,,,VTA,Polygon,952.69,379.98,35.5693,24.6243,0.7372,8.274,6.23,0.6131,2.692,1206,2.4693,35,1,34,3.5871,1607,9.6612,71,1,70,128.75,57680,59.5018,255,8,247,147.4392,47.2684,0.8292,16.9535,12.1936,0.7045,2.8722,2.7864,35,1,2.7673,7.6474,71,1,54.3009,57.475,255,2,2.9306,2.8801,31,1,2.5018,6.8529,66,1,30.1844,29.1599,184,2,0.2418
